1.80833e+01	3.60000e+09	6.90947e+02	2.61194e-01	6.25522e+00	3.75078e-01	1.21207e-02	6.48393e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.70136e+01	3.26161e-02	7.10461e-01	5.12505e-03	1.30319e-03	3.90444e-02	0.00000e+00	7.77961e+02	2.93810e-01	6.96568e+00	3.80203e-01	1.34238e-02	6.87437e-01	0.00000e+00	7.77961e+02	2.93810e-01	6.96568e+00	3.80203e-01	1.34238e-02	6.87437e-01	0.00000e+00	8.10000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	6.90947e+02	2.61194e-01	6.25522e+00	3.75078e-01	1.21207e-02	6.48393e-01	0.00000e+00	8.70136e+01	3.26161e-02	7.10461e-01	5.12505e-03	1.30319e-03	3.90444e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.81667e+01	3.60000e+09	6.90947e+02	2.61236e-01	6.25273e+00	3.77496e-01	1.20755e-02	6.50807e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.68760e+01	3.43621e-02	7.33597e-01	5.86408e-03	1.55881e-03	4.17849e-02	0.00000e+00	7.77823e+02	2.95598e-01	6.98632e+00	3.83360e-01	1.36343e-02	6.92592e-01	0.00000e+00	7.77823e+02	2.95598e-01	6.98632e+00	3.83360e-01	1.36343e-02	6.92592e-01	0.00000e+00	8.10000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	6.90947e+02	2.61236e-01	6.25273e+00	3.77496e-01	1.20755e-02	6.50807e-01	0.00000e+00	8.68760e+01	3.43621e-02	7.33597e-01	5.86408e-03	1.55881e-03	4.17849e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.82500e+01	3.60000e+09	6.90947e+02	2.61278e-01	6.25024e+00	3.79904e-01	1.20315e-02	6.53214e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.67412e+01	3.61159e-02	7.53781e-01	6.82364e-03	1.94609e-03	4.48856e-02	0.00000e+00	7.77688e+02	2.97394e-01	7.00403e+00	3.86727e-01	1.39776e-02	6.98099e-01	0.00000e+00	7.77688e+02	2.97394e-01	7.00403e+00	3.86727e-01	1.39776e-02	6.98099e-01	0.00000e+00	8.10000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	6.90947e+02	2.61278e-01	6.25024e+00	3.79904e-01	1.20315e-02	6.53214e-01	0.00000e+00	8.67412e+01	3.61159e-02	7.53781e-01	6.82364e-03	1.94609e-03	4.48856e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.83333e+01	3.60000e+09	6.90947e+02	2.61321e-01	6.24777e+00	3.82301e-01	1.19887e-02	6.55611e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.66064e+01	3.78698e-02	7.73966e-01	7.78320e-03	2.33337e-03	4.79863e-02	0.00000e+00	7.77554e+02	2.99191e-01	7.02174e+00	3.90084e-01	1.43221e-02	7.03597e-01	0.00000e+00	7.77554e+02	2.99191e-01	7.02174e+00	3.90084e-01	1.43221e-02	7.03597e-01	0.00000e+00	8.10000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	6.90947e+02	2.61321e-01	6.24777e+00	3.82301e-01	1.19887e-02	6.55611e-01	0.00000e+00	8.66064e+01	3.78698e-02	7.73966e-01	7.78320e-03	2.33337e-03	4.79863e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.84167e+01	3.60000e+09	6.90947e+02	2.61364e-01	6.24531e+00	3.84688e-01	1.19469e-02	6.57999e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.64716e+01	3.96236e-02	7.94150e-01	8.74276e-03	2.72065e-03	5.10870e-02	0.00000e+00	7.77419e+02	3.00988e-01	7.03946e+00	3.93431e-01	1.46676e-02	7.09086e-01	0.00000e+00	7.77419e+02	3.00988e-01	7.03946e+00	3.93431e-01	1.46676e-02	7.09086e-01	0.00000e+00	8.10000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	6.90947e+02	2.61364e-01	6.24531e+00	3.84688e-01	1.19469e-02	6.57999e-01	0.00000e+00	8.64716e+01	3.96236e-02	7.94150e-01	8.74276e-03	2.72065e-03	5.10870e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.85000e+01	3.60000e+09	7.77315e+02	2.94414e-01	7.06081e+00	3.96651e-01	1.48926e-02	7.05958e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.99617e+01	4.47882e-04	1.13012e-02	2.43245e-06	1.83414e-07	4.50497e-04	0.00000e+00	8.67277e+02	2.94862e-01	7.07211e+00	3.96654e-01	1.48928e-02	7.06408e-01	0.00000e+00	8.67277e+02	2.94862e-01	7.07211e+00	3.96654e-01	1.48928e-02	7.06408e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.94414e-01	7.06081e+00	3.96651e-01	1.48926e-02	7.05958e-01	0.00000e+00	8.99617e+01	4.47882e-04	1.13012e-02	2.43245e-06	1.83414e-07	4.50497e-04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.85833e+01	3.60000e+09	7.77315e+02	2.93687e-01	7.05920e+00	3.99477e-01	1.47312e-02	7.07895e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.97982e+01	2.36120e-03	5.95792e-02	1.28237e-05	9.66949e-07	2.37499e-03	0.00000e+00	8.67113e+02	2.96049e-01	7.11878e+00	3.99489e-01	1.47322e-02	7.10270e-01	0.00000e+00	8.67113e+02	2.96049e-01	7.11878e+00	3.99489e-01	1.47322e-02	7.10270e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93687e-01	7.05920e+00	3.99477e-01	1.47312e-02	7.07895e-01	0.00000e+00	8.97982e+01	2.36120e-03	5.95792e-02	1.28237e-05	9.66949e-07	2.37499e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.86667e+01	3.60000e+09	7.77315e+02	2.93753e-01	7.05641e+00	4.02290e-01	1.45845e-02	7.10628e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.96346e+01	4.27452e-03	1.07857e-01	2.32150e-05	1.75048e-06	4.29949e-03	0.00000e+00	8.66950e+02	2.98027e-01	7.16426e+00	4.02313e-01	1.45862e-02	7.14927e-01	0.00000e+00	8.66950e+02	2.98027e-01	7.16426e+00	4.02313e-01	1.45862e-02	7.14927e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93753e-01	7.05641e+00	4.02290e-01	1.45845e-02	7.10628e-01	0.00000e+00	8.96346e+01	4.27452e-03	1.07857e-01	2.32150e-05	1.75048e-06	4.29949e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.87500e+01	3.60000e+09	7.77315e+02	2.93799e-01	7.05361e+00	4.05092e-01	1.44507e-02	7.13341e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.94710e+01	6.18785e-03	1.56135e-01	3.36063e-05	2.53402e-06	6.22399e-03	0.00000e+00	8.66786e+02	2.99986e-01	7.20974e+00	4.05126e-01	1.44532e-02	7.19565e-01	0.00000e+00	8.66786e+02	2.99986e-01	7.20974e+00	4.05126e-01	1.44532e-02	7.19565e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93799e-01	7.05361e+00	4.05092e-01	1.44507e-02	7.13341e-01	0.00000e+00	8.94710e+01	6.18785e-03	1.56135e-01	3.36063e-05	2.53402e-06	6.22399e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.88333e+01	3.60000e+09	7.77315e+02	2.93844e-01	7.05081e+00	4.07882e-01	1.43283e-02	7.16054e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.93075e+01	8.10117e-03	2.04413e-01	4.39976e-05	3.31755e-06	8.14848e-03	0.00000e+00	8.66623e+02	3.01945e-01	7.25522e+00	4.07926e-01	1.43316e-02	7.24202e-01	0.00000e+00	8.66623e+02	3.01945e-01	7.25522e+00	4.07926e-01	1.43316e-02	7.24202e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93844e-01	7.05081e+00	4.07882e-01	1.43283e-02	7.16054e-01	0.00000e+00	8.93075e+01	8.10117e-03	2.04413e-01	4.39976e-05	3.31755e-06	8.14848e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.89167e+01	3.60000e+09	7.77315e+02	2.93889e-01	7.04801e+00	4.10660e-01	1.42159e-02	7.18765e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91450e+01	9.95538e-03	2.51700e-01	6.41601e-05	5.56552e-06	1.00251e-02	0.00000e+00	8.66460e+02	3.03845e-01	7.29971e+00	4.10724e-01	1.42214e-02	7.28790e-01	0.00000e+00	8.66460e+02	3.03845e-01	7.29971e+00	4.10724e-01	1.42214e-02	7.28790e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93889e-01	7.04801e+00	4.10660e-01	1.42159e-02	7.18765e-01	0.00000e+00	8.91450e+01	9.95538e-03	2.51700e-01	6.41601e-05	5.56552e-06	1.00251e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.90000e+01	3.60000e+09	7.77315e+02	2.93935e-01	7.04522e+00	4.13427e-01	1.41123e-02	7.21474e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89927e+01	1.12675e-02	2.89905e-01	1.73924e-04	2.12421e-05	1.14627e-02	0.00000e+00	8.66308e+02	3.05202e-01	7.33512e+00	4.13601e-01	1.41335e-02	7.32937e-01	0.00000e+00	8.66308e+02	3.05202e-01	7.33512e+00	4.13601e-01	1.41335e-02	7.32937e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93935e-01	7.04522e+00	4.13427e-01	1.41123e-02	7.21474e-01	0.00000e+00	8.89927e+01	1.12675e-02	2.89905e-01	1.73924e-04	2.12421e-05	1.14627e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.90833e+01	3.60000e+09	7.77315e+02	2.93981e-01	7.04242e+00	4.16182e-01	1.40165e-02	7.24179e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88404e+01	1.25797e-02	3.28110e-01	2.83687e-04	3.69187e-05	1.29003e-02	0.00000e+00	8.66156e+02	3.06561e-01	7.37053e+00	4.16466e-01	1.40534e-02	7.37080e-01	0.00000e+00	8.66156e+02	3.06561e-01	7.37053e+00	4.16466e-01	1.40534e-02	7.37080e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77315e+02	2.93981e-01	7.04242e+00	4.16182e-01	1.40165e-02	7.24179e-01	0.00000e+00	8.88404e+01	1.25797e-02	3.28110e-01	2.83687e-04	3.69187e-05	1.29003e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.91667e+01	3.60000e+09	7.77316e+02	2.94028e-01	7.03964e+00	4.18925e-01	1.39275e-02	7.26880e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86880e+01	1.38919e-02	3.66314e-01	3.93450e-04	5.25953e-05	1.43379e-02	0.00000e+00	8.66004e+02	3.07919e-01	7.40595e+00	4.19319e-01	1.39801e-02	7.41218e-01	0.00000e+00	8.66004e+02	3.07919e-01	7.40595e+00	4.19319e-01	1.39801e-02	7.41218e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94028e-01	7.03964e+00	4.18925e-01	1.39275e-02	7.26880e-01	0.00000e+00	8.86880e+01	1.38919e-02	3.66314e-01	3.93450e-04	5.25953e-05	1.43379e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.92500e+01	3.60000e+09	7.77316e+02	2.94074e-01	7.03686e+00	4.21657e-01	1.38445e-02	7.29576e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85357e+01	1.52041e-02	4.04519e-01	5.03214e-04	6.82719e-05	1.57755e-02	0.00000e+00	8.65851e+02	3.09278e-01	7.44137e+00	4.22160e-01	1.39128e-02	7.45351e-01	0.00000e+00	8.65851e+02	3.09278e-01	7.44137e+00	4.22160e-01	1.39128e-02	7.45351e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94074e-01	7.03686e+00	4.21657e-01	1.38445e-02	7.29576e-01	0.00000e+00	8.85357e+01	1.52041e-02	4.04519e-01	5.03214e-04	6.82719e-05	1.57755e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.93333e+01	3.60000e+09	7.77316e+02	2.94122e-01	7.03408e+00	4.24377e-01	1.37668e-02	7.32266e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.83833e+01	1.65162e-02	4.42723e-01	6.12977e-04	8.39484e-05	1.72131e-02	0.00000e+00	8.65699e+02	3.10638e-01	7.47680e+00	4.24990e-01	1.38508e-02	7.49479e-01	0.00000e+00	8.65699e+02	3.10638e-01	7.47680e+00	4.24990e-01	1.38508e-02	7.49479e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94122e-01	7.03408e+00	4.24377e-01	1.37668e-02	7.32266e-01	0.00000e+00	8.83833e+01	1.65162e-02	4.42723e-01	6.12977e-04	8.39484e-05	1.72131e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.94167e+01	3.60000e+09	7.77316e+02	2.94169e-01	7.03131e+00	4.27086e-01	1.36938e-02	7.34949e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.82384e+01	1.81150e-02	4.73467e-01	9.34860e-04	1.53624e-04	1.92035e-02	0.00000e+00	8.65554e+02	3.12284e-01	7.50478e+00	4.28021e-01	1.38474e-02	7.54153e-01	0.00000e+00	8.65554e+02	3.12284e-01	7.50478e+00	4.28021e-01	1.38474e-02	7.54153e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94169e-01	7.03131e+00	4.27086e-01	1.36938e-02	7.34949e-01	0.00000e+00	8.82384e+01	1.81150e-02	4.73467e-01	9.34860e-04	1.53624e-04	1.92035e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.95000e+01	3.60000e+09	7.77316e+02	2.94217e-01	7.02855e+00	4.29784e-01	1.36250e-02	7.37626e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.80937e+01	1.97250e-02	5.03920e-01	1.26499e-03	2.25398e-04	2.12154e-02	0.00000e+00	8.65410e+02	3.13942e-01	7.53247e+00	4.31049e-01	1.38504e-02	7.58841e-01	0.00000e+00	8.65410e+02	3.13942e-01	7.53247e+00	4.31049e-01	1.38504e-02	7.58841e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94217e-01	7.02855e+00	4.29784e-01	1.36250e-02	7.37626e-01	0.00000e+00	8.80937e+01	1.97250e-02	5.03920e-01	1.26499e-03	2.25398e-04	2.12154e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.95833e+01	3.60000e+09	7.77316e+02	2.94265e-01	7.02580e+00	4.32470e-01	1.35597e-02	7.40295e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.79490e+01	2.13350e-02	5.34374e-01	1.59512e-03	2.97173e-04	2.32273e-02	0.00000e+00	8.65265e+02	3.15600e-01	7.56017e+00	4.34065e-01	1.38569e-02	7.63522e-01	0.00000e+00	8.65265e+02	3.15600e-01	7.56017e+00	4.34065e-01	1.38569e-02	7.63522e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94265e-01	7.02580e+00	4.32470e-01	1.35597e-02	7.40295e-01	0.00000e+00	8.79490e+01	2.13350e-02	5.34374e-01	1.59512e-03	2.97173e-04	2.32273e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.96667e+01	3.60000e+09	7.77316e+02	2.94314e-01	7.02305e+00	4.35145e-01	1.34977e-02	7.42957e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.78043e+01	2.29449e-02	5.64827e-01	1.92525e-03	3.68948e-04	2.52391e-02	0.00000e+00	8.65120e+02	3.17259e-01	7.58788e+00	4.37070e-01	1.38667e-02	7.68196e-01	0.00000e+00	8.65120e+02	3.17259e-01	7.58788e+00	4.37070e-01	1.38667e-02	7.68196e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94314e-01	7.02305e+00	4.35145e-01	1.34977e-02	7.42957e-01	0.00000e+00	8.78043e+01	2.29449e-02	5.64827e-01	1.92525e-03	3.68948e-04	2.52391e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.97500e+01	3.60000e+09	7.77316e+02	2.94363e-01	7.02031e+00	4.37808e-01	1.34386e-02	7.45610e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.76597e+01	2.45549e-02	5.95281e-01	2.25538e-03	4.40722e-04	2.72510e-02	0.00000e+00	8.64976e+02	3.18918e-01	7.61559e+00	4.40064e-01	1.38793e-02	7.72861e-01	0.00000e+00	8.64976e+02	3.18918e-01	7.61559e+00	4.40064e-01	1.38793e-02	7.72861e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94363e-01	7.02031e+00	4.37808e-01	1.34386e-02	7.45610e-01	0.00000e+00	8.76597e+01	2.45549e-02	5.95281e-01	2.25538e-03	4.40722e-04	2.72510e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.98333e+01	3.60000e+09	7.77316e+02	2.94412e-01	7.01758e+00	4.40461e-01	1.33819e-02	7.48255e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.75197e+01	2.62740e-02	6.20895e-01	2.83308e-03	6.10472e-04	2.97176e-02	0.00000e+00	8.64836e+02	3.20686e-01	7.63848e+00	4.43294e-01	1.39924e-02	7.77973e-01	0.00000e+00	8.64836e+02	3.20686e-01	7.63848e+00	4.43294e-01	1.39924e-02	7.77973e-01	0.00000e+00	9.00000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	7.77316e+02	2.94412e-01	7.01758e+00	4.40461e-01	1.33819e-02	7.48255e-01	0.00000e+00	8.75197e+01	2.62740e-02	6.20895e-01	2.83308e-03	6.10472e-04	2.97176e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
