7.50000e-01	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85713e+01	1.48969e-02	3.95575e-01	4.77520e-04	6.46022e-05	1.54390e-02	0.00000e+00	8.85713e+01	1.48969e-02	3.95575e-01	4.77520e-04	6.46022e-05	1.54390e-02	0.00000e+00	8.85713e+01	1.48969e-02	3.95575e-01	4.77520e-04	6.46022e-05	1.54390e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85713e+01	1.48969e-02	3.95575e-01	4.77520e-04	6.46022e-05	1.54390e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
8.33333e-01	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.84190e+01	1.62091e-02	4.33780e-01	5.87283e-04	8.02788e-05	1.68766e-02	0.00000e+00	8.84190e+01	1.62091e-02	4.33780e-01	5.87283e-04	8.02788e-05	1.68766e-02	0.00000e+00	8.84190e+01	1.62091e-02	4.33780e-01	5.87283e-04	8.02788e-05	1.68766e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.84190e+01	1.62091e-02	4.33780e-01	5.87283e-04	8.02788e-05	1.68766e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
9.16667e-01	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.82722e+01	1.77382e-02	4.66338e-01	8.57581e-04	1.36822e-04	1.87326e-02	0.00000e+00	8.82722e+01	1.77382e-02	4.66338e-01	8.57581e-04	1.36822e-04	1.87326e-02	0.00000e+00	8.82722e+01	1.77382e-02	4.66338e-01	8.57581e-04	1.36822e-04	1.87326e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.82722e+01	1.77382e-02	4.66338e-01	8.57581e-04	1.36822e-04	1.87326e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.00000e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.81276e+01	1.93481e-02	4.96791e-01	1.18771e-03	2.08597e-04	2.07444e-02	0.00000e+00	8.81276e+01	1.93481e-02	4.96791e-01	1.18771e-03	2.08597e-04	2.07444e-02	0.00000e+00	8.81276e+01	1.93481e-02	4.96791e-01	1.18771e-03	2.08597e-04	2.07444e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.81276e+01	1.93481e-02	4.96791e-01	1.18771e-03	2.08597e-04	2.07444e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.08333e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.79829e+01	2.09581e-02	5.27245e-01	1.51784e-03	2.80372e-04	2.27563e-02	0.00000e+00	8.79829e+01	2.09581e-02	5.27245e-01	1.51784e-03	2.80372e-04	2.27563e-02	0.00000e+00	8.79829e+01	2.09581e-02	5.27245e-01	1.51784e-03	2.80372e-04	2.27563e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.79829e+01	2.09581e-02	5.27245e-01	1.51784e-03	2.80372e-04	2.27563e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.16667e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.78382e+01	2.25681e-02	5.57698e-01	1.84797e-03	3.52146e-04	2.47682e-02	0.00000e+00	8.78382e+01	2.25681e-02	5.57698e-01	1.84797e-03	3.52146e-04	2.47682e-02	0.00000e+00	8.78382e+01	2.25681e-02	5.57698e-01	1.84797e-03	3.52146e-04	2.47682e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.78382e+01	2.25681e-02	5.57698e-01	1.84797e-03	3.52146e-04	2.47682e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.25000e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.76935e+01	2.41780e-02	5.88152e-01	2.17810e-03	4.23921e-04	2.67800e-02	0.00000e+00	8.76935e+01	2.41780e-02	5.88152e-01	2.17810e-03	4.23921e-04	2.67800e-02	0.00000e+00	8.76935e+01	2.41780e-02	5.88152e-01	2.17810e-03	4.23921e-04	2.67800e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.76935e+01	2.41780e-02	5.88152e-01	2.17810e-03	4.23921e-04	2.67800e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.33333e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.75522e+01	2.58663e-02	6.15137e-01	2.68571e-03	5.65932e-04	2.91179e-02	0.00000e+00	8.75522e+01	2.58663e-02	6.15137e-01	2.68571e-03	5.65932e-04	2.91179e-02	0.00000e+00	8.75522e+01	2.58663e-02	6.15137e-01	2.68571e-03	5.65932e-04	2.91179e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.75522e+01	2.58663e-02	6.15137e-01	2.68571e-03	5.65932e-04	2.91179e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.41667e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.74132e+01	2.76083e-02	6.39738e-01	3.31526e-03	7.56204e-04	3.16797e-02	0.00000e+00	8.74132e+01	2.76083e-02	6.39738e-01	3.31526e-03	7.56204e-04	3.16797e-02	0.00000e+00	8.74132e+01	2.76083e-02	6.39738e-01	3.31526e-03	7.56204e-04	3.16797e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.74132e+01	2.76083e-02	6.39738e-01	3.31526e-03	7.56204e-04	3.16797e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.50000e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.72742e+01	2.93503e-02	6.64340e-01	3.94481e-03	9.46475e-04	3.42416e-02	0.00000e+00	8.72742e+01	2.93503e-02	6.64340e-01	3.94481e-03	9.46475e-04	3.42416e-02	0.00000e+00	8.72742e+01	2.93503e-02	6.64340e-01	3.94481e-03	9.46475e-04	3.42416e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.72742e+01	2.93503e-02	6.64340e-01	3.94481e-03	9.46475e-04	3.42416e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.58333e+00	3.60000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.71352e+01	3.10923e-02	6.88941e-01	4.57436e-03	1.13675e-03	3.68034e-02	0.00000e+00	8.71352e+01	3.10923e-02	6.88941e-01	4.57436e-03	1.13675e-03	3.68034e-02	0.00000e+00	8.71352e+01	3.10923e-02	6.88941e-01	4.57436e-03	1.13675e-03	3.68034e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.71352e+01	3.10923e-02	6.88941e-01	4.57436e-03	1.13675e-03	3.68034e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
