2.72500e+01	1.80000e+09	2.52653e+02	2.04536e-01	2.99102e+00	2.92547e-01	1.22432e-02	5.09326e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.43145e+01	6.92493e-02	1.05424e+00	2.42946e-02	8.31997e-03	1.01864e-01	0.00000e+00	3.36967e+02	2.73785e-01	4.04526e+00	3.16842e-01	2.05632e-02	6.11190e-01	0.00000e+00	3.36967e+02	2.73785e-01	4.04526e+00	3.16842e-01	2.05632e-02	6.11190e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52653e+02	2.04536e-01	2.99102e+00	2.92547e-01	1.22432e-02	5.09326e-01	0.00000e+00	8.43145e+01	6.92493e-02	1.05424e+00	2.42946e-02	8.31997e-03	1.01864e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.73333e+01	1.80000e+09	2.52653e+02	2.04568e-01	2.98995e+00	2.93548e-01	1.22087e-02	5.10325e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.42496e+01	7.02420e-02	1.06141e+00	2.49425e-02	8.65291e-03	1.03837e-01	0.00000e+00	3.36902e+02	2.74810e-01	4.05136e+00	3.18490e-01	2.08616e-02	6.14162e-01	0.00000e+00	3.36902e+02	2.74810e-01	4.05136e+00	3.18490e-01	2.08616e-02	6.14162e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52653e+02	2.04568e-01	2.98995e+00	2.93548e-01	1.22087e-02	5.10325e-01	0.00000e+00	8.42496e+01	7.02420e-02	1.06141e+00	2.49425e-02	8.65291e-03	1.03837e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.74167e+01	1.80000e+09	3.36867e+02	2.71525e-01	4.05837e+00	3.20130e-01	2.08596e-02	6.12515e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.99640e+01	2.58047e-04	9.74119e-03	2.12865e-06	1.09458e-07	2.60285e-04	0.00000e+00	4.26831e+02	2.71783e-01	4.06811e+00	3.20132e-01	2.08597e-02	6.12775e-01	0.00000e+00	4.26831e+02	2.71783e-01	4.06811e+00	3.20132e-01	2.08597e-02	6.12775e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71525e-01	4.05837e+00	3.20130e-01	2.08596e-02	6.12515e-01	0.00000e+00	8.99640e+01	2.58047e-04	9.74119e-03	2.12865e-06	1.09458e-07	2.60285e-04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.75000e+01	1.80000e+09	3.36867e+02	2.71605e-01	4.05705e+00	3.21759e-01	2.05290e-02	6.13893e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.98855e+01	8.21585e-04	3.10146e-02	6.77731e-06	3.48499e-07	8.28711e-04	0.00000e+00	4.26752e+02	2.72427e-01	4.08807e+00	3.21765e-01	2.05293e-02	6.14721e-01	0.00000e+00	4.26752e+02	2.72427e-01	4.08807e+00	3.21765e-01	2.05293e-02	6.14721e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71605e-01	4.05705e+00	3.21759e-01	2.05290e-02	6.13893e-01	0.00000e+00	8.98855e+01	8.21585e-04	3.10146e-02	6.77731e-06	3.48499e-07	8.28711e-04	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.75833e+01	1.80000e+09	3.36867e+02	2.71648e-01	4.05559e+00	3.23380e-01	2.02322e-02	6.15260e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.98069e+01	1.38512e-03	5.22879e-02	1.14260e-05	5.87540e-07	1.39714e-03	0.00000e+00	4.26674e+02	2.73033e-01	4.10788e+00	3.23392e-01	2.02328e-02	6.16657e-01	0.00000e+00	4.26674e+02	2.73033e-01	4.10788e+00	3.23392e-01	2.02328e-02	6.16657e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71648e-01	4.05559e+00	3.23380e-01	2.02322e-02	6.15260e-01	0.00000e+00	8.98069e+01	1.38512e-03	5.22879e-02	1.14260e-05	5.87540e-07	1.39714e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.76667e+01	1.80000e+09	3.36867e+02	2.71683e-01	4.05411e+00	3.24995e-01	1.99651e-02	6.16643e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.97283e+01	1.94866e-03	7.35613e-02	1.60746e-05	8.26581e-07	1.96556e-03	0.00000e+00	4.26595e+02	2.73631e-01	4.12767e+00	3.25011e-01	1.99659e-02	6.18608e-01	0.00000e+00	4.26595e+02	2.73631e-01	4.12767e+00	3.25011e-01	1.99659e-02	6.18608e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71683e-01	4.05411e+00	3.24995e-01	1.99651e-02	6.16643e-01	0.00000e+00	8.97283e+01	1.94866e-03	7.35613e-02	1.60746e-05	8.26581e-07	1.96556e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.77500e+01	1.80000e+09	3.36867e+02	2.71717e-01	4.05261e+00	3.26603e-01	1.97241e-02	6.18044e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.96497e+01	2.51220e-03	9.48346e-02	2.07233e-05	1.06562e-06	2.53399e-03	0.00000e+00	4.26517e+02	2.74229e-01	4.14744e+00	3.26623e-01	1.97252e-02	6.20578e-01	0.00000e+00	4.26517e+02	2.74229e-01	4.14744e+00	3.26623e-01	1.97252e-02	6.20578e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71717e-01	4.05261e+00	3.26603e-01	1.97241e-02	6.18044e-01	0.00000e+00	8.96497e+01	2.51220e-03	9.48346e-02	2.07233e-05	1.06562e-06	2.53399e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.78333e+01	1.80000e+09	3.36867e+02	2.71752e-01	4.05109e+00	3.28204e-01	1.95061e-02	6.19462e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.95712e+01	3.07574e-03	1.16108e-01	2.53720e-05	1.30466e-06	3.10241e-03	0.00000e+00	4.26438e+02	2.74828e-01	4.16720e+00	3.28229e-01	1.95074e-02	6.22564e-01	0.00000e+00	4.26438e+02	2.74828e-01	4.16720e+00	3.28229e-01	1.95074e-02	6.22564e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71752e-01	4.05109e+00	3.28204e-01	1.95061e-02	6.19462e-01	0.00000e+00	8.95712e+01	3.07574e-03	1.16108e-01	2.53720e-05	1.30466e-06	3.10241e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.79167e+01	1.80000e+09	3.36867e+02	2.71787e-01	4.04956e+00	3.29798e-01	1.93083e-02	6.20894e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.94926e+01	3.63927e-03	1.37381e-01	3.00206e-05	1.54370e-06	3.67084e-03	0.00000e+00	4.26360e+02	2.75426e-01	4.18694e+00	3.29828e-01	1.93099e-02	6.24564e-01	0.00000e+00	4.26360e+02	2.75426e-01	4.18694e+00	3.29828e-01	1.93099e-02	6.24564e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71787e-01	4.04956e+00	3.29798e-01	1.93083e-02	6.20894e-01	0.00000e+00	8.94926e+01	3.63927e-03	1.37381e-01	3.00206e-05	1.54370e-06	3.67084e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.80000e+01	1.80000e+09	3.36867e+02	2.71822e-01	4.04802e+00	3.31386e-01	1.91284e-02	6.22336e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.94140e+01	4.20281e-03	1.58655e-01	3.46693e-05	1.78275e-06	4.23926e-03	0.00000e+00	4.26281e+02	2.76025e-01	4.20667e+00	3.31420e-01	1.91301e-02	6.26576e-01	0.00000e+00	4.26281e+02	2.76025e-01	4.20667e+00	3.31420e-01	1.91301e-02	6.26576e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71822e-01	4.04802e+00	3.31386e-01	1.91284e-02	6.22336e-01	0.00000e+00	8.94140e+01	4.20281e-03	1.58655e-01	3.46693e-05	1.78275e-06	4.23926e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.80833e+01	1.80000e+09	3.36867e+02	2.71858e-01	4.04647e+00	3.32967e-01	1.89640e-02	6.23788e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.93355e+01	4.76635e-03	1.79928e-01	3.93180e-05	2.02179e-06	4.80769e-03	0.00000e+00	4.26203e+02	2.76624e-01	4.22639e+00	3.33006e-01	1.89660e-02	6.28596e-01	0.00000e+00	4.26203e+02	2.76624e-01	4.22639e+00	3.33006e-01	1.89660e-02	6.28596e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36867e+02	2.71858e-01	4.04647e+00	3.32967e-01	1.89640e-02	6.23788e-01	0.00000e+00	8.93355e+01	4.76635e-03	1.79928e-01	3.93180e-05	2.02179e-06	4.80769e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.81667e+01	1.80000e+09	3.36868e+02	2.71893e-01	4.04491e+00	3.34541e-01	1.88134e-02	6.25248e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92569e+01	5.32989e-03	2.01201e-01	4.39666e-05	2.26083e-06	5.37612e-03	0.00000e+00	4.26124e+02	2.77223e-01	4.24611e+00	3.34585e-01	1.88157e-02	6.30624e-01	0.00000e+00	4.26124e+02	2.77223e-01	4.24611e+00	3.34585e-01	1.88157e-02	6.30624e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.71893e-01	4.04491e+00	3.34541e-01	1.88134e-02	6.25248e-01	0.00000e+00	8.92569e+01	5.32989e-03	2.01201e-01	4.39666e-05	2.26083e-06	5.37612e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.82500e+01	1.80000e+09	3.36868e+02	2.71929e-01	4.04334e+00	3.36108e-01	1.86750e-02	6.26713e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91789e+01	5.90102e-03	2.21888e-01	5.65871e-05	3.28552e-06	5.96089e-03	0.00000e+00	4.26047e+02	2.77830e-01	4.26523e+00	3.36165e-01	1.86783e-02	6.32673e-01	0.00000e+00	4.26047e+02	2.77830e-01	4.26523e+00	3.36165e-01	1.86783e-02	6.32673e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.71929e-01	4.04334e+00	3.36108e-01	1.86750e-02	6.26713e-01	0.00000e+00	8.91789e+01	5.90102e-03	2.21888e-01	5.65871e-05	3.28552e-06	5.96089e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.83333e+01	1.80000e+09	3.36868e+02	2.71965e-01	4.04178e+00	3.37669e-01	1.85472e-02	6.28182e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91036e+01	6.50528e-03	2.40012e-01	1.04005e-04	7.73956e-06	6.61702e-03	0.00000e+00	4.25971e+02	2.78471e-01	4.28179e+00	3.37773e-01	1.85550e-02	6.34799e-01	0.00000e+00	4.25971e+02	2.78471e-01	4.28179e+00	3.37773e-01	1.85550e-02	6.34799e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.71965e-01	4.04178e+00	3.37669e-01	1.85472e-02	6.28182e-01	0.00000e+00	8.91036e+01	6.50528e-03	2.40012e-01	1.04005e-04	7.73956e-06	6.61702e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.84167e+01	1.80000e+09	3.36868e+02	2.72002e-01	4.04021e+00	3.39223e-01	1.84289e-02	6.29654e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.90283e+01	7.10953e-03	2.58136e-01	1.51422e-04	1.21936e-05	7.27315e-03	0.00000e+00	4.25896e+02	2.79111e-01	4.29834e+00	3.39375e-01	1.84410e-02	6.36927e-01	0.00000e+00	4.25896e+02	2.79111e-01	4.29834e+00	3.39375e-01	1.84410e-02	6.36927e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72002e-01	4.04021e+00	3.39223e-01	1.84289e-02	6.29654e-01	0.00000e+00	8.90283e+01	7.10953e-03	2.58136e-01	1.51422e-04	1.21936e-05	7.27315e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.85000e+01	1.80000e+09	3.36868e+02	2.72038e-01	4.03863e+00	3.40771e-01	1.83188e-02	6.31128e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89530e+01	7.71379e-03	2.76261e-01	1.98840e-04	1.66476e-05	7.92928e-03	0.00000e+00	4.25821e+02	2.79752e-01	4.31489e+00	3.40970e-01	1.83354e-02	6.39057e-01	0.00000e+00	4.25821e+02	2.79752e-01	4.31489e+00	3.40970e-01	1.83354e-02	6.39057e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72038e-01	4.03863e+00	3.40771e-01	1.83188e-02	6.31128e-01	0.00000e+00	8.89530e+01	7.71379e-03	2.76261e-01	1.98840e-04	1.66476e-05	7.92928e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.85833e+01	1.80000e+09	3.36868e+02	2.72075e-01	4.03706e+00	3.42312e-01	1.82160e-02	6.32603e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88777e+01	8.31805e-03	2.94385e-01	2.46258e-04	2.11017e-05	8.58541e-03	0.00000e+00	4.25746e+02	2.80393e-01	4.33144e+00	3.42559e-01	1.82371e-02	6.41188e-01	0.00000e+00	4.25746e+02	2.80393e-01	4.33144e+00	3.42559e-01	1.82371e-02	6.41188e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72075e-01	4.03706e+00	3.42312e-01	1.82160e-02	6.32603e-01	0.00000e+00	8.88777e+01	8.31805e-03	2.94385e-01	2.46258e-04	2.11017e-05	8.58541e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.86667e+01	1.80000e+09	3.36868e+02	2.72112e-01	4.03549e+00	3.43847e-01	1.81196e-02	6.34078e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88024e+01	8.92231e-03	3.12509e-01	2.93675e-04	2.55557e-05	9.24154e-03	0.00000e+00	4.25670e+02	2.81034e-01	4.34800e+00	3.44141e-01	1.81451e-02	6.43320e-01	0.00000e+00	4.25670e+02	2.81034e-01	4.34800e+00	3.44141e-01	1.81451e-02	6.43320e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72112e-01	4.03549e+00	3.43847e-01	1.81196e-02	6.34078e-01	0.00000e+00	8.88024e+01	8.92231e-03	3.12509e-01	2.93675e-04	2.55557e-05	9.24154e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.87500e+01	1.80000e+09	3.36868e+02	2.72149e-01	4.03391e+00	3.45375e-01	1.80289e-02	6.35553e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.87271e+01	9.52657e-03	3.30634e-01	3.41093e-04	3.00098e-05	9.89767e-03	0.00000e+00	4.25595e+02	2.81675e-01	4.36455e+00	3.45716e-01	1.80589e-02	6.45450e-01	0.00000e+00	4.25595e+02	2.81675e-01	4.36455e+00	3.45716e-01	1.80589e-02	6.45450e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72149e-01	4.03391e+00	3.45375e-01	1.80289e-02	6.35553e-01	0.00000e+00	8.87271e+01	9.52657e-03	3.30634e-01	3.41093e-04	3.00098e-05	9.89767e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.88333e+01	1.80000e+09	3.36868e+02	2.72186e-01	4.03234e+00	3.46897e-01	1.79432e-02	6.37026e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86518e+01	1.01308e-02	3.48758e-01	3.88511e-04	3.44638e-05	1.05538e-02	0.00000e+00	4.25520e+02	2.82317e-01	4.38110e+00	3.47285e-01	1.79776e-02	6.47580e-01	0.00000e+00	4.25520e+02	2.82317e-01	4.38110e+00	3.47285e-01	1.79776e-02	6.47580e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72186e-01	4.03234e+00	3.46897e-01	1.79432e-02	6.37026e-01	0.00000e+00	8.86518e+01	1.01308e-02	3.48758e-01	3.88511e-04	3.44638e-05	1.05538e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.89167e+01	1.80000e+09	3.36868e+02	2.72223e-01	4.03077e+00	3.48412e-01	1.78619e-02	6.38497e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85765e+01	1.07351e-02	3.66882e-01	4.35928e-04	3.89178e-05	1.12099e-02	0.00000e+00	4.25445e+02	2.82958e-01	4.39766e+00	3.48848e-01	1.79008e-02	6.49707e-01	0.00000e+00	4.25445e+02	2.82958e-01	4.39766e+00	3.48848e-01	1.79008e-02	6.49707e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72223e-01	4.03077e+00	3.48412e-01	1.78619e-02	6.38497e-01	0.00000e+00	8.85765e+01	1.07351e-02	3.66882e-01	4.35928e-04	3.89178e-05	1.12099e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.90000e+01	1.80000e+09	3.36868e+02	2.72261e-01	4.02921e+00	3.49921e-01	1.77845e-02	6.39966e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85012e+01	1.13393e-02	3.85006e-01	4.83346e-04	4.33719e-05	1.18661e-02	0.00000e+00	4.25370e+02	2.83600e-01	4.41421e+00	3.50404e-01	1.78279e-02	6.51832e-01	0.00000e+00	4.25370e+02	2.83600e-01	4.41421e+00	3.50404e-01	1.78279e-02	6.51832e-01	0.00000e+00	4.50000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	3.36868e+02	2.72261e-01	4.02921e+00	3.49921e-01	1.77845e-02	6.39966e-01	0.00000e+00	8.85012e+01	1.13393e-02	3.85006e-01	4.83346e-04	4.33719e-05	1.18661e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
