7.50000e-01	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92929e+01	5.07184e-03	1.91460e-01	4.18380e-05	2.15137e-06	5.11583e-03	0.00000e+00	8.92929e+01	5.07184e-03	1.91460e-01	4.18380e-05	2.15137e-06	5.11583e-03	0.00000e+00	8.92929e+01	5.07184e-03	1.91460e-01	4.18380e-05	2.15137e-06	5.11583e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92929e+01	5.07184e-03	1.91460e-01	4.18380e-05	2.15137e-06	5.11583e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
8.33333e-01	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92143e+01	5.63538e-03	2.12734e-01	4.64866e-05	2.39041e-06	5.68426e-03	0.00000e+00	8.92143e+01	5.63538e-03	2.12734e-01	4.64866e-05	2.39041e-06	5.68426e-03	0.00000e+00	8.92143e+01	5.63538e-03	2.12734e-01	4.64866e-05	2.39041e-06	5.68426e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92143e+01	5.63538e-03	2.12734e-01	4.64866e-05	2.39041e-06	5.68426e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
9.16667e-01	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91381e+01	6.22858e-03	2.31713e-01	8.22920e-05	5.70002e-06	6.31657e-03	0.00000e+00	8.91381e+01	6.22858e-03	2.31713e-01	8.22920e-05	5.70002e-06	6.31657e-03	0.00000e+00	8.91381e+01	6.22858e-03	2.31713e-01	8.22920e-05	5.70002e-06	6.31657e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91381e+01	6.22858e-03	2.31713e-01	8.22920e-05	5.70002e-06	6.31657e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.00000e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.90628e+01	6.83284e-03	2.49837e-01	1.29710e-04	1.01541e-05	6.97270e-03	0.00000e+00	8.90628e+01	6.83284e-03	2.49837e-01	1.29710e-04	1.01541e-05	6.97270e-03	0.00000e+00	8.90628e+01	6.83284e-03	2.49837e-01	1.29710e-04	1.01541e-05	6.97270e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.90628e+01	6.83284e-03	2.49837e-01	1.29710e-04	1.01541e-05	6.97270e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.08333e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89875e+01	7.43710e-03	2.67962e-01	1.77127e-04	1.46081e-05	7.62884e-03	0.00000e+00	8.89875e+01	7.43710e-03	2.67962e-01	1.77127e-04	1.46081e-05	7.62884e-03	0.00000e+00	8.89875e+01	7.43710e-03	2.67962e-01	1.77127e-04	1.46081e-05	7.62884e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89875e+01	7.43710e-03	2.67962e-01	1.77127e-04	1.46081e-05	7.62884e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.16667e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89122e+01	8.04136e-03	2.86086e-01	2.24545e-04	1.90621e-05	8.28497e-03	0.00000e+00	8.89122e+01	8.04136e-03	2.86086e-01	2.24545e-04	1.90621e-05	8.28497e-03	0.00000e+00	8.89122e+01	8.04136e-03	2.86086e-01	2.24545e-04	1.90621e-05	8.28497e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89122e+01	8.04136e-03	2.86086e-01	2.24545e-04	1.90621e-05	8.28497e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.25000e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88369e+01	8.64562e-03	3.04210e-01	2.71963e-04	2.35162e-05	8.94110e-03	0.00000e+00	8.88369e+01	8.64562e-03	3.04210e-01	2.71963e-04	2.35162e-05	8.94110e-03	0.00000e+00	8.88369e+01	8.64562e-03	3.04210e-01	2.71963e-04	2.35162e-05	8.94110e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88369e+01	8.64562e-03	3.04210e-01	2.71963e-04	2.35162e-05	8.94110e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.33333e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.87616e+01	9.24988e-03	3.22334e-01	3.19380e-04	2.79702e-05	9.59723e-03	0.00000e+00	8.87616e+01	9.24988e-03	3.22334e-01	3.19380e-04	2.79702e-05	9.59723e-03	0.00000e+00	8.87616e+01	9.24988e-03	3.22334e-01	3.19380e-04	2.79702e-05	9.59723e-03	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.87616e+01	9.24988e-03	3.22334e-01	3.19380e-04	2.79702e-05	9.59723e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.41667e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86863e+01	9.85414e-03	3.40459e-01	3.66798e-04	3.24243e-05	1.02534e-02	0.00000e+00	8.86863e+01	9.85414e-03	3.40459e-01	3.66798e-04	3.24243e-05	1.02534e-02	0.00000e+00	8.86863e+01	9.85414e-03	3.40459e-01	3.66798e-04	3.24243e-05	1.02534e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86863e+01	9.85414e-03	3.40459e-01	3.66798e-04	3.24243e-05	1.02534e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.50000e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86110e+01	1.04584e-02	3.58583e-01	4.14216e-04	3.68783e-05	1.09095e-02	0.00000e+00	8.86110e+01	1.04584e-02	3.58583e-01	4.14216e-04	3.68783e-05	1.09095e-02	0.00000e+00	8.86110e+01	1.04584e-02	3.58583e-01	4.14216e-04	3.68783e-05	1.09095e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86110e+01	1.04584e-02	3.58583e-01	4.14216e-04	3.68783e-05	1.09095e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.58333e+00	1.80000e+09	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85357e+01	1.10627e-02	3.76707e-01	4.61633e-04	4.13323e-05	1.15656e-02	0.00000e+00	8.85357e+01	1.10627e-02	3.76707e-01	4.61633e-04	4.13323e-05	1.15656e-02	0.00000e+00	8.85357e+01	1.10627e-02	3.76707e-01	4.61633e-04	4.13323e-05	1.15656e-02	0.00000e+00	9.00000e+01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85357e+01	1.10627e-02	3.76707e-01	4.61633e-04	4.13323e-05	1.15656e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
