2.08333e+01	1.80000e+09	2.52647e+02	2.02488e-01	3.08558e+00	2.01178e-01	1.67914e-02	4.20457e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.97177e+01	2.02503e-03	7.64443e-02	1.67046e-05	8.58977e-07	2.04260e-03	0.00000e+00	3.42365e+02	2.04513e-01	3.16202e+00	2.01194e-01	1.67922e-02	4.22499e-01	0.00000e+00	3.42365e+02	2.04513e-01	3.16202e+00	2.01194e-01	1.67922e-02	4.22499e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52647e+02	2.02488e-01	3.08558e+00	2.01178e-01	1.67914e-02	4.20457e-01	0.00000e+00	8.97177e+01	2.02503e-03	7.64443e-02	1.67046e-05	8.58977e-07	2.04260e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.09167e+01	1.80000e+09	2.52647e+02	2.02508e-01	3.08432e+00	2.02565e-01	1.65622e-02	4.21635e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.96391e+01	2.58857e-03	9.77177e-02	2.13533e-05	1.09802e-06	2.61102e-03	0.00000e+00	3.42287e+02	2.05097e-01	3.18204e+00	2.02586e-01	1.65633e-02	4.24246e-01	0.00000e+00	3.42287e+02	2.05097e-01	3.18204e+00	2.02586e-01	1.65633e-02	4.24246e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52647e+02	2.02508e-01	3.08432e+00	2.02565e-01	1.65622e-02	4.21635e-01	0.00000e+00	8.96391e+01	2.58857e-03	9.77177e-02	2.13533e-05	1.09802e-06	2.61102e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.10000e+01	1.80000e+09	2.52648e+02	2.02529e-01	3.08305e+00	2.03946e-01	1.63556e-02	4.22830e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.95605e+01	3.15211e-03	1.18991e-01	2.60020e-05	1.33706e-06	3.17945e-03	0.00000e+00	3.42208e+02	2.05681e-01	3.20204e+00	2.03972e-01	1.63570e-02	4.26010e-01	0.00000e+00	3.42208e+02	2.05681e-01	3.20204e+00	2.03972e-01	1.63570e-02	4.26010e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02529e-01	3.08305e+00	2.03946e-01	1.63556e-02	4.22830e-01	0.00000e+00	8.95605e+01	3.15211e-03	1.18991e-01	2.60020e-05	1.33706e-06	3.17945e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.10833e+01	1.80000e+09	2.52648e+02	2.02549e-01	3.08176e+00	2.05322e-01	1.61689e-02	4.24040e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.94820e+01	3.71565e-03	1.40264e-01	3.06506e-05	1.57610e-06	3.74787e-03	0.00000e+00	3.42130e+02	2.06265e-01	3.22203e+00	2.05353e-01	1.61704e-02	4.27788e-01	0.00000e+00	3.42130e+02	2.06265e-01	3.22203e+00	2.05353e-01	1.61704e-02	4.27788e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02549e-01	3.08176e+00	2.05322e-01	1.61689e-02	4.24040e-01	0.00000e+00	8.94820e+01	3.71565e-03	1.40264e-01	3.06506e-05	1.57610e-06	3.74787e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.11667e+01	1.80000e+09	2.52648e+02	2.02570e-01	3.08047e+00	2.06692e-01	1.59996e-02	4.25261e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.94034e+01	4.27919e-03	1.61538e-01	3.52993e-05	1.81514e-06	4.31630e-03	0.00000e+00	3.42051e+02	2.06849e-01	3.24200e+00	2.06727e-01	1.60014e-02	4.29578e-01	0.00000e+00	3.42051e+02	2.06849e-01	3.24200e+00	2.06727e-01	1.60014e-02	4.29578e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02570e-01	3.08047e+00	2.06692e-01	1.59996e-02	4.25261e-01	0.00000e+00	8.94034e+01	4.27919e-03	1.61538e-01	3.52993e-05	1.81514e-06	4.31630e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.12500e+01	1.80000e+09	2.52648e+02	2.02591e-01	3.07916e+00	2.08056e-01	1.58456e-02	4.26493e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.93248e+01	4.84272e-03	1.82811e-01	3.99480e-05	2.05418e-06	4.88473e-03	0.00000e+00	3.41973e+02	2.07434e-01	3.26197e+00	2.08096e-01	1.58477e-02	4.31377e-01	0.00000e+00	3.41973e+02	2.07434e-01	3.26197e+00	2.08096e-01	1.58477e-02	4.31377e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02591e-01	3.07916e+00	2.08056e-01	1.58456e-02	4.26493e-01	0.00000e+00	8.93248e+01	4.84272e-03	1.82811e-01	3.99480e-05	2.05418e-06	4.88473e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.13333e+01	1.80000e+09	2.52648e+02	2.02613e-01	3.07784e+00	2.09414e-01	1.57052e-02	4.27732e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.92462e+01	5.40626e-03	2.04084e-01	4.45966e-05	2.29322e-06	5.45315e-03	0.00000e+00	3.41894e+02	2.08019e-01	3.28193e+00	2.09459e-01	1.57075e-02	4.33185e-01	0.00000e+00	3.41894e+02	2.08019e-01	3.28193e+00	2.09459e-01	1.57075e-02	4.33185e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02613e-01	3.07784e+00	2.09414e-01	1.57052e-02	4.27732e-01	0.00000e+00	8.92462e+01	5.40626e-03	2.04084e-01	4.45966e-05	2.29322e-06	5.45315e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.14167e+01	1.80000e+09	2.52648e+02	2.02634e-01	3.07652e+00	2.10767e-01	1.55766e-02	4.28978e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.91687e+01	5.98291e-03	2.24344e-01	6.30134e-05	3.88914e-06	6.04981e-03	0.00000e+00	3.41817e+02	2.08617e-01	3.30087e+00	2.10830e-01	1.55805e-02	4.35027e-01	0.00000e+00	3.41817e+02	2.08617e-01	3.30087e+00	2.10830e-01	1.55805e-02	4.35027e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02634e-01	3.07652e+00	2.10767e-01	1.55766e-02	4.28978e-01	0.00000e+00	8.91687e+01	5.98291e-03	2.24344e-01	6.30134e-05	3.88914e-06	6.04981e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.15000e+01	1.80000e+09	2.52648e+02	2.02656e-01	3.07520e+00	2.12114e-01	1.54586e-02	4.30228e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.90934e+01	6.58717e-03	2.42468e-01	1.10431e-04	8.34318e-06	6.70594e-03	0.00000e+00	3.41741e+02	2.09243e-01	3.31766e+00	2.12224e-01	1.54669e-02	4.36934e-01	0.00000e+00	3.41741e+02	2.09243e-01	3.31766e+00	2.12224e-01	1.54669e-02	4.36934e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02656e-01	3.07520e+00	2.12114e-01	1.54586e-02	4.30228e-01	0.00000e+00	8.90934e+01	6.58717e-03	2.42468e-01	1.10431e-04	8.34318e-06	6.70594e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.15833e+01	1.80000e+09	2.52648e+02	2.02677e-01	3.07387e+00	2.13455e-01	1.53497e-02	4.31482e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.90181e+01	7.19143e-03	2.60593e-01	1.57849e-04	1.27972e-05	7.36207e-03	0.00000e+00	3.41666e+02	2.09869e-01	3.33446e+00	2.13613e-01	1.53625e-02	4.38844e-01	0.00000e+00	3.41666e+02	2.09869e-01	3.33446e+00	2.13613e-01	1.53625e-02	4.38844e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02677e-01	3.07387e+00	2.13455e-01	1.53497e-02	4.31482e-01	0.00000e+00	8.90181e+01	7.19143e-03	2.60593e-01	1.57849e-04	1.27972e-05	7.36207e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.16667e+01	1.80000e+09	2.52648e+02	2.02699e-01	3.07253e+00	2.14791e-01	1.52489e-02	4.32739e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.89428e+01	7.79568e-03	2.78717e-01	2.05266e-04	1.72513e-05	8.01820e-03	0.00000e+00	3.41591e+02	2.10495e-01	3.35125e+00	2.14996e-01	1.52662e-02	4.40757e-01	0.00000e+00	3.41591e+02	2.10495e-01	3.35125e+00	2.14996e-01	1.52662e-02	4.40757e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02699e-01	3.07253e+00	2.14791e-01	1.52489e-02	4.32739e-01	0.00000e+00	8.89428e+01	7.79568e-03	2.78717e-01	2.05266e-04	1.72513e-05	8.01820e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.17500e+01	1.80000e+09	2.52648e+02	2.02722e-01	3.07120e+00	2.16121e-01	1.51553e-02	4.33998e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.88675e+01	8.39994e-03	2.96841e-01	2.52684e-04	2.17053e-05	8.67433e-03	0.00000e+00	3.41516e+02	2.11121e-01	3.36804e+00	2.16374e-01	1.51770e-02	4.42672e-01	0.00000e+00	3.41516e+02	2.11121e-01	3.36804e+00	2.16374e-01	1.51770e-02	4.42672e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02722e-01	3.07120e+00	2.16121e-01	1.51553e-02	4.33998e-01	0.00000e+00	8.88675e+01	8.39994e-03	2.96841e-01	2.52684e-04	2.17053e-05	8.67433e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.18333e+01	1.80000e+09	2.52648e+02	2.02744e-01	3.06986e+00	2.17445e-01	1.50680e-02	4.35257e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.87922e+01	9.00420e-03	3.14966e-01	3.00102e-04	2.61593e-05	9.33046e-03	0.00000e+00	3.41440e+02	2.11748e-01	3.38483e+00	2.17746e-01	1.50941e-02	4.44588e-01	0.00000e+00	3.41440e+02	2.11748e-01	3.38483e+00	2.17746e-01	1.50941e-02	4.44588e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02744e-01	3.06986e+00	2.17445e-01	1.50680e-02	4.35257e-01	0.00000e+00	8.87922e+01	9.00420e-03	3.14966e-01	3.00102e-04	2.61593e-05	9.33046e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.19167e+01	1.80000e+09	2.52648e+02	2.02766e-01	3.06853e+00	2.18764e-01	1.49862e-02	4.36517e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.87169e+01	9.60846e-03	3.33090e-01	3.47519e-04	3.06134e-05	9.98659e-03	0.00000e+00	3.41365e+02	2.12375e-01	3.40162e+00	2.19112e-01	1.50168e-02	4.46504e-01	0.00000e+00	3.41365e+02	2.12375e-01	3.40162e+00	2.19112e-01	1.50168e-02	4.46504e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02766e-01	3.06853e+00	2.18764e-01	1.49862e-02	4.36517e-01	0.00000e+00	8.87169e+01	9.60846e-03	3.33090e-01	3.47519e-04	3.06134e-05	9.98659e-03	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.20000e+01	1.80000e+09	2.52648e+02	2.02789e-01	3.06720e+00	2.20078e-01	1.49093e-02	4.37776e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.86416e+01	1.02127e-02	3.51214e-01	3.94937e-04	3.50674e-05	1.06427e-02	0.00000e+00	3.41290e+02	2.13002e-01	3.41841e+00	2.20473e-01	1.49444e-02	4.48419e-01	0.00000e+00	3.41290e+02	2.13002e-01	3.41841e+00	2.20473e-01	1.49444e-02	4.48419e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02789e-01	3.06720e+00	2.20078e-01	1.49093e-02	4.37776e-01	0.00000e+00	8.86416e+01	1.02127e-02	3.51214e-01	3.94937e-04	3.50674e-05	1.06427e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.20833e+01	1.80000e+09	2.52648e+02	2.02812e-01	3.06586e+00	2.21385e-01	1.48368e-02	4.39034e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.85663e+01	1.08170e-02	3.69338e-01	4.42355e-04	3.95215e-05	1.12989e-02	0.00000e+00	3.41215e+02	2.13629e-01	3.43520e+00	2.21828e-01	1.48763e-02	4.50333e-01	0.00000e+00	3.41215e+02	2.13629e-01	3.43520e+00	2.21828e-01	1.48763e-02	4.50333e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52648e+02	2.02812e-01	3.06586e+00	2.21385e-01	1.48368e-02	4.39034e-01	0.00000e+00	8.85663e+01	1.08170e-02	3.69338e-01	4.42355e-04	3.95215e-05	1.12989e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.21667e+01	1.80000e+09	2.52649e+02	2.02835e-01	3.06453e+00	2.22688e-01	1.47680e-02	4.40291e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.84910e+01	1.14212e-02	3.87463e-01	4.89772e-04	4.39755e-05	1.19550e-02	0.00000e+00	3.41139e+02	2.14256e-01	3.45199e+00	2.23178e-01	1.48120e-02	4.52246e-01	0.00000e+00	3.41139e+02	2.14256e-01	3.45199e+00	2.23178e-01	1.48120e-02	4.52246e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52649e+02	2.02835e-01	3.06453e+00	2.22688e-01	1.47680e-02	4.40291e-01	0.00000e+00	8.84910e+01	1.14212e-02	3.87463e-01	4.89772e-04	4.39755e-05	1.19550e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
2.22500e+01	1.80000e+09	2.52649e+02	2.02858e-01	3.06320e+00	2.23985e-01	1.47026e-02	4.41545e-01	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	8.84158e+01	1.20348e-02	4.05445e-01	5.41614e-04	4.91390e-05	1.26256e-02	0.00000e+00	3.41064e+02	2.14893e-01	3.46865e+00	2.24526e-01	1.47518e-02	4.54171e-01	0.00000e+00	3.41064e+02	2.14893e-01	3.46865e+00	2.24526e-01	1.47518e-02	4.54171e-01	0.00000e+00	3.60000e+02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	2.52649e+02	2.02858e-01	3.06320e+00	2.23985e-01	1.47026e-02	4.41545e-01	0.00000e+00	8.84158e+01	1.20348e-02	4.05445e-01	5.41614e-04	4.91390e-05	1.26256e-02	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
